Latitude,Longitude
-6.934217,107.722257
-7.5313771,110.5972919
-8.172913,113.703078
3.7546297,98.4581085
-0.56909175,100.27702620276852
-6.032761,106.1636947
25.1456917,121.4035113
-8.6330934,116.5587704
0.0235402,110.8906453
-3.9655767500000003,120.12793772214954
-6.331362,107.333638
-7.7077503,110.5999461
-8.135205,113.2244162
3.5173404,98.7926727
1.7447435,33.0932897
-6.1123938,106.1585941
5.887897,10.011026
-8.615237,118.738413
-0.72393595,111.6559533170987
-4.318869599999999,119.91850620500955
-6.5914091,107.4020278724934
-7.4277335,111.023494
-8.0982442,112.1650769
3.69524335,98.8310744882268
0.322549,100.171601
-6.032761,106.1636947
5.887897,10.011026
-8.5164771,118.33121614464076
0.8274259500000001,112.79654118259097
-5.40665405,119.53754170286852
-6.49838875,107.73954601355435
-7.814198,110.9259617
-8.07290355,111.89964078880708
3.8293858,98.24834954457486
-0.593005,100.559547
-6.032761,106.1636947
5.887897,10.011026
-8.703071,116.2899373
0.1927001,111.55981182271624
-4.822433,119.495071
-6.4418536500000005,108.17654724128828
-7.09809465,110.89667670375852
-8.0490793,111.7090951
3.1127636,99.94169218698525
0.18753815000000001,99.69351567782829
-6.1123938,106.1585941
25.1456917,121.4035113
52.958117,4.757485
0.8193504,109.4835778
-5.5444892,119.6119732151142
